customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,daily_charges,total_services_count
0310-mvlet,1,0,0,1,1,61,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,99.15,6010.05,3.26,6
0310-sucin,0,0,0,1,0,71,1,0,dsl,1,1,1,1,1,1,one_year,1,bank_transfer_automatic,84.8,6046.1,2.79,8
0310-vqxam,0,1,0,0,0,9,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.85,178.8,0.65,1
0311-qywss,0,0,0,0,0,6,1,0,dsl,1,0,0,0,0,0,month-to-month,1,electronic_check,49.45,314.6,1.62,3
0311-unpff,1,0,0,0,0,26,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank_transfer_automatic,88.8,2274.35,2.92,4
0314-tkosi,0,0,0,0,0,6,1,0,dsl,1,1,0,0,0,0,month-to-month,0,mailed_check,55.15,322.9,1.81,4
0315-lvcrk,0,1,0,0,0,11,1,0,fiber_optic,0,0,1,0,0,1,month-to-month,0,electronic_check,84.8,888.75,2.79,4
0318-quuob,1,1,0,1,0,1,1,0,fiber_optic,0,0,0,0,1,0,month-to-month,1,electronic_check,80.55,80.55,2.65,3
0318-zopws,0,0,0,1,0,49,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,20.15,973.35,0.66,1
0319-qztco,0,0,0,1,1,3,1,0,dsl,0,1,0,0,1,0,month-to-month,1,credit_card_automatic,58.7,168.6,1.93,4
0320-dwvtu,0,0,0,0,0,53,1,0,fiber_optic,1,1,1,1,0,1,two_year,0,mailed_check,99.5,5424.25,3.27,7
0320-jdnqg,1,1,0,1,1,23,1,0,fiber_optic,1,0,0,1,1,1,month-to-month,1,electronic_check,99.85,2331.3,3.28,6
0322-chqru,1,1,0,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic_check,45.35,89.5,1.49,2
0322-yinqp,1,1,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,1,mailed_check,48.55,48.55,1.6,3
0323-xwwtn,0,1,0,0,1,3,1,1,no,0,0,0,0,0,0,two_year,1,mailed_check,26.4,121.25,0.87,2
0324-brpcj,1,0,1,1,0,68,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,electronic_check,100.2,6851.65,3.29,6
0325-xbfac,1,1,0,0,0,8,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,94.7,740.3,3.11,5
0326-vdyxe,0,0,0,1,0,70,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,electronic_check,97.65,6982.5,3.21,6
0327-wfzsy,0,1,0,1,1,39,1,1,fiber_optic,0,0,1,0,1,1,one_year,0,electronic_check,100.0,3835.55,3.29,6
0328-grpmv,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,70.1,70.1,2.3,2
0329-gtiaj,1,0,0,0,0,3,1,0,fiber_optic,0,1,0,1,1,1,month-to-month,1,electronic_check,97.9,315.3,3.22,6
0330-bgyze,0,1,0,1,0,60,1,1,fiber_optic,0,1,1,0,1,1,one_year,0,bank_transfer_automatic,102.5,6157.6,3.37,7
0330-ivzha,1,0,0,1,0,5,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,69.95,330.15,2.3,2
0334-gddso,1,1,1,0,0,3,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,81.35,233.7,2.67,4
0334-zfjsr,0,0,0,1,0,55,1,1,dsl,1,1,0,1,0,0,one_year,1,credit_card_automatic,66.05,3462.1,2.17,6
0336-kxkfk,0,1,0,0,0,72,0,0,dsl,1,0,1,1,1,1,two_year,1,credit_card_automatic,61.2,4390.25,2.01,6
0336-pikei,0,1,1,1,0,72,1,0,dsl,1,1,1,1,1,0,two_year,0,bank_transfer_automatic,74.4,5360.75,2.44,7
0337-cnpze,1,0,0,0,0,41,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,106.3,4443.45,3.49,7
0343-qluzp,0,1,0,0,0,60,0,0,dsl,1,1,1,0,0,0,two_year,0,bank_transfer_automatic,39.6,2424.5,1.3,4
0345-hkjvm,1,0,0,0,0,6,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,electronic_check,89.3,577.6,2.93,4
0345-xmmug,0,0,0,1,0,46,1,1,fiber_optic,0,1,1,1,1,1,two_year,1,credit_card_automatic,108.9,4854.3,3.58,8
0347-ubkuz,0,0,0,0,0,15,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.9,320.45,0.65,1
0348-sdkol,1,0,0,1,0,58,1,1,fiber_optic,0,0,1,1,1,1,month-to-month,1,credit_card_automatic,102.1,5885.4,3.35,7
0354-vxmjc,0,1,0,1,1,23,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.6,426.65,0.64,1
0354-wyrok,1,0,1,1,1,31,1,0,fiber_optic,0,0,1,1,1,1,month-to-month,1,electronic_check,98.9,2911.3,3.25,6
0356-erhvt,0,1,0,1,0,11,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,45.9,521.9,1.51,2
0356-obmac,0,0,1,0,0,56,1,1,fiber_optic,0,1,1,1,1,0,two_year,1,bank_transfer_automatic,99.9,5706.3,3.28,7
0357-nvcri,0,0,0,0,1,25,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,20.05,471.7,0.66,1
0361-hjrdx,0,0,0,0,0,68,0,0,dsl,1,1,1,1,1,1,two_year,0,credit_card_automatic,64.35,4539.6,2.11,7
0362-raoqo,0,0,0,0,0,40,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.65,830.25,0.65,1
0362-zbzwj,1,1,0,0,0,36,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,84.9,3067.2,2.79,4
0363-qjvfx,1,1,0,0,0,32,1,1,fiber_optic,1,1,0,1,1,1,month-to-month,1,credit_card_automatic,108.15,3432.9,3.55,8
0363-svhyr,0,1,0,1,1,71,1,1,dsl,1,1,1,1,1,1,two_year,0,bank_transfer_automatic,86.85,6263.8,2.85,9
0365-bzuwy,0,1,0,1,0,17,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,electronic_check,102.55,1742.5,3.37,7
0365-gxezs,0,1,0,1,0,18,1,0,fiber_optic,0,0,1,1,0,0,month-to-month,0,electronic_check,78.2,1468.75,2.57,4
0365-trtpy,0,0,0,0,0,37,1,1,fiber_optic,1,1,1,0,0,0,month-to-month,0,bank_transfer_automatic,91.2,3382.3,3.0,6
0366-nqshs,0,1,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.35,46.35,0.64,1
0369-zgovk,0,0,0,1,1,28,1,0,fiber_optic,0,0,0,0,0,0,one_year,1,bank_transfer_automatic,70.4,1992.2,2.31,2
0373-aivnj,0,1,0,0,0,9,0,0,dsl,1,1,1,0,0,0,one_year,0,mailed_check,39.55,373.0,1.3,4
0374-aacsz,0,0,0,0,0,1,1,0,dsl,1,0,0,0,0,0,month-to-month,0,electronic_check,50.15,50.15,1.65,3
0374-fiuca,0,1,0,1,0,65,1,0,no,0,0,0,0,0,0,two_year,1,credit_card_automatic,20.4,1414.45,0.67,1
0374-ioegq,0,0,0,0,0,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic_check,44.6,122.7,1.47,2
0375-hvgxo,1,0,0,0,0,1,0,0,dsl,0,0,0,0,1,0,month-to-month,1,electronic_check,34.7,34.7,1.14,2
0376-oiwme,0,1,0,1,0,36,1,0,fiber_optic,1,0,0,0,1,1,month-to-month,1,electronic_check,93.6,3366.05,3.08,5
0376-ymcjc,1,1,0,0,0,23,1,1,fiber_optic,0,0,0,1,1,0,month-to-month,1,electronic_check,90.6,1943.2,2.98,5
0377-jbkkt,0,1,0,1,1,22,1,0,dsl,1,1,0,1,0,0,month-to-month,1,mailed_check,57.95,1271.8,1.9,5
0378-cjkpv,0,0,0,1,0,72,1,1,fiber_optic,1,1,1,1,1,1,two_year,0,credit_card_automatic,112.1,7965.95,3.68,9
0378-nhqxu,1,0,0,1,1,17,1,1,fiber_optic,0,0,1,0,1,0,month-to-month,0,electronic_check,88.25,1460.65,2.9,5
0378-tovms,1,0,0,0,0,3,1,0,fiber_optic,0,0,0,1,0,1,month-to-month,0,electronic_check,85.8,272.2,2.82,4
0378-xszpu,1,1,0,1,0,58,1,0,dsl,1,1,1,0,0,0,one_year,0,credit_card_automatic,60.3,3563.8,1.98,5
0379-djqhr,0,1,0,1,1,67,1,0,dsl,1,1,1,0,1,1,two_year,0,credit_card_automatic,81.35,5398.6,2.67,7
0380-neavx,0,1,1,0,0,34,1,0,fiber_optic,0,1,1,0,1,1,one_year,1,electronic_check,99.85,3343.15,3.28,6
0380-zcsbi,0,1,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,20.0,198.7,0.66,1
0383-cldda,0,0,0,0,0,69,1,1,dsl,1,0,1,1,1,1,two_year,1,credit_card_automatic,85.35,5897.4,2.8,8
0384-lpite,0,1,0,0,0,40,0,0,dsl,1,1,1,0,1,1,one_year,0,credit_card_automatic,62.05,2511.55,2.04,6
0384-rvbpi,0,1,0,0,0,20,1,0,dsl,1,0,1,0,0,1,month-to-month,0,credit_card_automatic,64.4,1398.6,2.12,5
0386-cwrgm,0,0,0,1,1,46,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.4,967.85,0.64,1
0388-eopex,1,0,0,1,0,2,1,0,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,74.4,139.4,2.44,3
0390-dcfdq,1,0,1,1,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,70.45,70.45,2.31,2
0392-bziuw,0,0,0,1,0,72,1,1,fiber_optic,1,0,1,0,1,1,two_year,1,credit_card_automatic,105.0,7589.8,3.45,7
0394-yondk,0,1,0,1,1,70,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.15,1790.15,0.83,2
0396-hujbp,0,0,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,19.3,44.4,0.63,1
0396-ukgai,0,1,0,0,1,23,1,0,dsl,0,1,0,1,0,0,month-to-month,1,bank_transfer_automatic,55.3,1284.2,1.82,4
0396-ychwo,0,1,0,1,0,36,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,95.4,3474.2,3.13,5
0397-gzbbc,1,1,1,1,0,59,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,bank_transfer_automatic,93.85,5574.75,3.08,5
0397-zxwqf,0,1,0,0,0,67,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,20.5,1430.95,0.67,1
0401-wdbxm,0,1,0,1,1,72,1,1,fiber_optic,1,0,1,0,1,1,two_year,1,bank_transfer_automatic,105.55,7542.25,3.47,7
0402-cqajn,1,0,0,0,0,37,1,1,fiber_optic,0,1,1,0,1,1,month-to-month,1,bank_transfer_automatic,101.9,3545.35,3.35,7
0402-oamen,0,0,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,24.45,1709.1,0.8,2
0404-ahasp,0,1,0,1,0,72,1,0,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,19.7,1421.9,0.65,1
0404-swrvg,1,1,0,0,0,3,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,74.4,229.55,2.44,3
0406-bpdvr,1,0,1,1,0,54,1,1,fiber_optic,0,1,0,0,1,1,one_year,1,credit_card_automatic,101.5,5373.1,3.33,6
0407-bdjkb,1,1,0,1,0,60,1,1,fiber_optic,0,1,1,0,1,0,month-to-month,1,electronic_check,95.75,5742.9,3.15,6
0409-wtmpl,0,0,0,1,0,58,1,1,fiber_optic,1,1,1,0,1,1,one_year,1,credit_card_automatic,110.65,6526.65,3.64,8
0410-ipfty,0,0,0,1,0,31,1,0,fiber_optic,0,1,0,0,0,1,month-to-month,1,bank_transfer_automatic,83.85,2674.15,2.75,4
0411-ezjze,0,0,0,0,0,3,1,1,dsl,0,0,0,0,1,0,month-to-month,1,electronic_check,60.25,170.5,1.98,4
0412-uccnp,0,1,0,0,0,55,1,0,dsl,1,0,1,1,0,0,two_year,1,electronic_check,59.2,3175.85,1.94,5
0415-mosgf,1,0,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,44.4,44.4,1.46,2
0419-yaapx,0,1,0,1,0,49,1,0,fiber_optic,0,1,0,0,1,0,month-to-month,1,credit_card_automatic,85.3,4297.95,2.8,4
0420-bwtpw,1,1,0,0,1,8,0,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed_check,25.5,215.2,0.84,1
0420-hlgxf,0,0,1,0,0,39,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,99.75,4036.0,3.28,6
0420-txvsg,0,1,0,1,0,66,1,1,dsl,1,1,1,0,0,0,two_year,1,credit_card_automatic,66.1,4428.45,2.17,6
0422-ohqhq,0,0,0,1,1,15,1,0,no,0,0,0,0,0,0,one_year,0,mailed_check,20.55,295.95,0.68,1
0422-uxfap,0,0,0,1,0,51,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,electronic_check,98.85,4947.55,3.25,6
0423-udijq,0,1,1,0,0,9,1,0,dsl,0,0,0,1,0,0,month-to-month,0,mailed_check,49.2,447.9,1.62,3
0426-tirne,1,0,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.9,20.9,0.69,1
0428-axxlj,0,1,0,0,0,25,1,0,no,0,0,0,0,0,0,one_year,1,bank_transfer_automatic,19.5,516.3,0.64,1
0428-ikycp,0,1,0,1,0,22,1,0,fiber_optic,0,0,1,0,1,0,month-to-month,1,bank_transfer_automatic,87.0,1850.65,2.86,4
0430-ihcdj,0,1,0,0,0,15,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic_check,49.0,749.25,1.61,3
0431-apwvy,1,0,0,1,1,28,1,0,fiber_optic,0,0,0,0,1,1,one_year,1,bank_transfer_automatic,90.1,2598.95,2.96,4
0432-cajzv,0,1,0,0,0,3,1,0,fiber_optic,0,0,0,0,1,1,month-to-month,0,mailed_check,90.7,237.65,2.98,4
0434-csfon,0,0,0,1,0,47,1,1,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,100.5,4707.1,3.3,6
0436-twffz,0,0,0,0,0,67,1,1,dsl,1,0,1,1,1,1,two_year,1,mailed_check,85.25,5714.2,2.8,8
0439-ifyun,0,0,1,0,0,18,1,0,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,74.7,1294.6,2.45,3
0440-ekdcf,0,1,0,1,0,62,1,0,dsl,0,1,1,1,0,0,two_year,1,credit_card_automatic,60.15,3753.2,1.98,5
0440-mogpm,0,0,0,0,0,41,1,1,dsl,0,1,1,0,1,1,one_year,1,electronic_check,80.55,3263.9,2.65,7
0440-qexbz,0,0,0,0,0,44,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed_check,50.15,2139.1,1.65,3
0440-uedai,0,0,0,0,0,53,1,0,fiber_optic,0,1,1,1,0,1,one_year,1,credit_card_automatic,94.45,5042.75,3.1,6
0442-tdyuo,0,1,0,1,0,48,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,20.05,1036.0,0.66,1
0442-zxkvs,0,0,1,1,0,54,1,1,fiber_optic,1,1,1,1,1,1,one_year,1,bank_transfer_automatic,115.6,6431.05,3.8,9
0447-bemng,1,0,0,1,0,48,0,0,dsl,1,0,1,0,0,1,month-to-month,1,bank_transfer_automatic,45.3,2145.0,1.49,4
0447-rxsgd,0,1,0,0,0,24,1,1,fiber_optic,0,1,0,0,1,1,month-to-month,1,bank_transfer_automatic,99.65,2404.85,3.27,6
0454-okrct,0,1,0,0,0,33,1,0,fiber_optic,0,1,0,1,0,0,two_year,0,bank_transfer_automatic,80.6,2651.1,2.65,4
0455-entcr,0,1,0,1,0,66,1,1,dsl,1,1,0,1,1,1,two_year,0,electronic_check,85.25,5538.35,2.8,8
0455-xfass,0,0,0,1,1,3,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.55,200.2,2.29,2
0458-heuzg,0,0,0,0,0,13,0,0,dsl,0,0,1,1,0,0,two_year,0,mailed_check,35.4,450.4,1.16,3
0459-spzhj,0,1,0,1,1,63,1,1,dsl,1,1,1,0,1,1,two_year,0,credit_card_automatic,83.5,5435.0,2.74,8
0461-cvkmu,1,0,0,1,1,23,1,0,fiber_optic,0,1,1,1,0,0,month-to-month,0,electronic_check,83.8,1900.25,2.75,5
0463-txoak,0,1,0,0,1,52,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,25.6,1334.5,0.84,2
0463-wzzko,0,1,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,1,credit_card_automatic,20.75,67.1,0.68,1
0463-zsdnt,0,1,0,0,0,10,1,0,dsl,0,0,0,0,0,1,month-to-month,1,bank_transfer_automatic,56.75,503.25,1.86,3
0464-wjtko,0,0,0,1,1,72,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,20.1,1460.85,0.66,1
0468-yrpxn,0,1,0,0,0,29,1,0,fiber_optic,0,0,1,1,1,1,month-to-month,1,credit_card_automatic,98.8,2807.1,3.25,6
0471-arvmx,0,0,1,1,0,62,1,1,fiber_optic,1,0,1,0,1,1,one_year,1,electronic_check,104.85,6312.9,3.44,7
0471-lvhgk,1,1,0,1,0,41,1,1,dsl,0,0,1,0,1,1,one_year,1,electronic_check,73.0,3001.2,2.4,6
0475-rijep,1,1,0,0,0,43,1,1,fiber_optic,0,1,0,0,0,0,month-to-month,1,electronic_check,77.85,3365.85,2.56,4
0479-hmswa,0,0,0,0,1,26,1,0,fiber_optic,0,1,1,1,1,1,two_year,1,electronic_check,105.45,2715.3,3.46,7
0480-bixde,0,0,0,1,0,19,1,0,fiber_optic,0,0,1,0,1,1,month-to-month,1,electronic_check,96.8,1743.05,3.18,5
0480-kyjva,0,0,0,1,1,72,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,24.25,1784.5,0.8,2
0481-sumcb,0,0,1,0,0,45,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,bank_transfer_automatic,102.15,4735.35,3.36,6
0484-ffvbj,0,1,0,0,0,32,1,0,dsl,0,0,0,0,1,1,one_year,1,bank_transfer_automatic,64.85,2010.95,2.13,4
0484-jpbru,0,1,0,0,0,41,1,1,no,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,25.25,996.45,0.83,2
0485-zbsln,0,1,0,1,1,65,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,24.75,1715.1,0.81,2
0486-heczi,1,1,0,1,0,55,1,1,fiber_optic,1,1,0,0,1,0,month-to-month,1,electronic_check,96.75,5238.9,3.18,6
0486-lgcch,0,1,0,1,1,11,1,0,no,0,0,0,0,0,0,two_year,0,mailed_check,19.65,225.75,0.65,1
0487-crlzf,0,0,0,0,0,49,1,0,dsl,0,0,1,1,1,1,two_year,1,bank_transfer_automatic,74.45,3721.9,2.45,6
0487-rpvum,0,1,0,1,0,61,1,1,fiber_optic,1,0,1,1,1,0,month-to-month,0,bank_transfer_automatic,99.4,5943.65,3.27,7
0487-vvuvk,0,1,0,1,1,25,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,19.15,477.6,0.63,1
0488-gslfr,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,69.5,69.5,2.28,2
0489-wmemg,0,0,0,0,1,23,1,0,dsl,0,0,0,1,0,0,one_year,1,electronic_check,49.45,1119.35,1.62,3
0491-kapqg,0,1,0,0,0,21,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,73.7,1558.7,2.42,3
0495-rvcbf,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,79.7,79.7,2.62,3
0495-zbngw,1,1,1,1,0,5,1,1,fiber_optic,0,0,1,0,0,0,month-to-month,1,bank_transfer_automatic,79.9,343.95,2.63,4
0496-ahook,0,1,0,1,0,24,1,0,dsl,1,0,0,1,1,1,one_year,0,bank_transfer_automatic,74.4,1712.9,2.44,6
0504-hhapi,1,0,1,0,0,27,1,1,fiber_optic,0,0,1,0,0,1,month-to-month,0,credit_card_automatic,88.3,2467.75,2.9,5
0505-spoow,0,0,0,1,0,70,1,0,no,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,19.8,1397.65,0.65,1
0506-lvngn,1,0,1,0,0,5,1,0,fiber_optic,0,0,1,0,0,0,month-to-month,1,credit_card_automatic,75.55,349.65,2.48,3
0506-ylvkj,0,1,0,1,1,46,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,20.2,917.45,0.66,1
0508-oolto,0,0,0,1,1,2,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,71.65,135.75,2.35,2
0508-sqwpl,0,0,0,1,1,57,1,0,no,0,0,0,0,0,0,two_year,1,bank_transfer_automatic,20.1,1087.7,0.66,1
0511-jteoy,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,mailed_check,71.1,71.1,2.34,2
0512-flfdw,0,0,1,1,0,60,1,1,fiber_optic,0,0,1,0,1,1,one_year,1,credit_card_automatic,100.5,6029.0,3.3,6
0513-rbgpe,0,1,0,1,1,37,1,1,dsl,1,0,1,1,0,0,two_year,1,credit_card_automatic,62.8,2278.75,2.06,6
0515-ypmcw,1,1,0,0,1,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,1,mailed_check,70.45,70.45,2.31,2
0516-oohar,0,1,0,1,1,28,1,0,fiber_optic,0,1,1,0,1,1,one_year,0,bank_transfer_automatic,100.35,2799.0,3.3,6
0516-qreyc,0,0,1,0,0,24,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed_check,20.3,459.95,0.67,1
0516-uxrmt,0,0,0,0,0,62,1,1,fiber_optic,1,1,1,0,0,0,one_year,1,electronic_check,92.05,5755.8,3.02,6
0516-vrybw,1,0,0,0,1,18,1,0,no,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.15,390.85,0.66,1
0516-wjvxc,1,0,0,0,0,5,1,0,dsl,1,0,0,1,0,0,month-to-month,0,electronic_check,54.2,308.25,1.78,4
0519-drgti,0,0,0,1,1,20,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.35,442.6,0.67,1
0519-xuzju,1,0,0,0,0,1,1,0,fiber_optic,0,0,0,0,0,0,month-to-month,0,mailed_check,70.75,70.75,2.32,2
0520-fdvvt,1,1,0,0,0,35,1,0,fiber_optic,0,1,1,0,1,1,one_year,1,bank_transfer_automatic,102.35,3626.1,3.36,6
0523-vngtf,0,0,1,0,0,52,0,0,dsl,0,1,1,1,1,0,month-to-month,1,electronic_check,50.5,2566.3,1.66,5
0524-iavzo,1,0,0,1,0,30,1,1,fiber_optic,0,0,0,0,0,1,month-to-month,1,electronic_check,85.0,2624.25,2.79,4
0526-sxdjp,0,1,0,1,0,72,0,0,dsl,1,1,1,0,0,0,two_year,0,bank_transfer_automatic,42.1,2962.0,1.38,4
0529-onker,1,1,1,0,0,15,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,0,electronic_check,75.65,1146.65,2.49,3
0530-ijvdb,0,1,0,0,1,70,1,1,fiber_optic,1,1,1,1,1,1,two_year,1,electronic_check,114.6,7882.5,3.77,9
0531-xbkmm,0,1,0,0,1,66,1,1,dsl,1,1,0,1,0,0,two_year,0,bank_transfer_automatic,65.7,4378.9,2.16,6
0531-zzjwq,0,1,1,1,0,55,1,1,fiber_optic,0,0,0,0,0,0,month-to-month,1,electronic_check,74.0,4052.4,2.43,3
0533-bnwkf,1,0,1,1,0,55,1,1,fiber_optic,0,1,1,0,0,0,month-to-month,1,electronic_check,85.45,4874.7,2.81,5
0533-ucaau,0,1,1,1,0,57,1,1,dsl,0,1,1,0,1,0,one_year,1,credit_card_automatic,71.1,4140.1,2.34,6
0536-acxip,0,0,0,1,0,72,1,1,fiber_optic,1,1,1,0,1,1,two_year,1,electronic_check,109.55,8165.1,3.6,8
0536-bgfmz,0,0,0,1,0,28,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed_check,20.5,563.05,0.67,1
0536-esjep,0,1,0,1,0,54,1,0,dsl,1,1,0,0,1,1,two_year,1,bank_transfer_automatic,74.55,4191.45,2.45,6
0537-qyzzn,0,1,1,1,1,24,1,1,fiber_optic,1,0,0,0,0,0,month-to-month,1,electronic_check,79.85,1857.75,2.62,4
0541-fitgh,0,0,0,1,0,2,1,0,dsl,1,0,0,0,0,1,month-to-month,1,mailed_check,62.15,113.1,2.04,4
0547-hurjb,0,1,0,0,1,12,1,0,no,0,0,0,0,0,0,month-to-month,0,credit_card_automatic,21.05,235.8,0.69,1
0549-cycqn,0,1,1,0,0,51,1,1,fiber_optic,0,1,0,0,0,0,one_year,1,bank_transfer_automatic,79.6,3974.7,2.62,4
0550-dcxlh,0,1,0,0,0,13,1,0,dsl,0,1,0,1,1,1,month-to-month,0,mailed_check,73.35,931.55,2.41,6
0556-fjegu,0,1,0,0,0,58,1,0,dsl,0,1,1,1,1,0,two_year,0,bank_transfer_automatic,70.1,4048.95,2.3,6
0557-askvu,0,0,0,1,1,18,1,0,dsl,0,0,1,1,0,0,one_year,1,credit_card_automatic,54.4,957.1,1.79,4
0559-ckhus,0,0,0,1,0,29,1,0,no,0,0,0,0,0,0,two_year,1,mailed_check,19.55,521.8,0.64,1
0562-fgdcr,0,0,0,1,1,72,1,1,dsl,1,1,0,1,1,0,two_year,0,mailed_check,74.55,5430.65,2.45,7
0562-hkhml,0,1,0,1,1,71,1,1,no,0,0,0,0,0,0,two_year,0,credit_card_automatic,23.9,1626.4,0.79,2
0562-kbdvm,0,0,0,0,0,70,0,0,dsl,1,1,1,1,0,0,two_year,1,bank_transfer_automatic,44.6,3058.15,1.47,5
0564-jjhgs,1,1,0,0,0,9,1,1,fiber_optic,0,0,0,0,1,1,month-to-month,1,electronic_check,95.5,829.1,3.14,5
0564-muuqk,0,0,0,1,1,20,1,1,fiber_optic,0,0,1,1,0,1,month-to-month,1,bank_transfer_automatic,95.5,1916.2,3.14,6
0565-iycgt,1,1,0,0,0,69,1,1,dsl,1,1,1,1,0,1,one_year,1,credit_card_automatic,78.6,5356.45,2.58,8
0565-jupyd,0,1,0,0,0,63,1,1,fiber_optic,1,1,1,1,1,0,one_year,0,credit_card_automatic,104.5,6590.8,3.43,8
0567-ggcac,0,0,0,0,0,7,1,0,dsl,1,1,1,0,0,0,month-to-month,0,electronic_check,61.4,438.9,2.02,5
0567-xrhcu,0,0,0,1,1,69,0,0,dsl,1,0,1,0,0,1,two_year,1,credit_card_automatic,43.95,2960.1,1.44,4
0568-onfpc,1,1,0,1,1,5,1,1,no,0,0,0,0,0,0,month-to-month,1,bank_transfer_automatic,25.9,135.0,0.85,2
0570-bfqht,0,0,0,0,0,9,1,0,fiber_optic,0,1,1,0,0,0,month-to-month,0,electronic_check,80.55,653.9,2.65,4
0572-zjklt,0,0,0,1,1,46,1,1,fiber_optic,1,0,1,1,0,1,two_year,0,mailed_check,99.65,4630.2,3.27,7
0575-cuqov,0,1,1,1,0,60,1,0,fiber_optic,0,1,1,0,1,1,one_year,1,electronic_check,97.95,5867.0,3.22,6
